Date,Transaction_code,Details,Ref,Cheque,Debit,Credit,Balance
2016-07-10,,"Rem Br : 0139-NYABZR(O), Rem A/c : , Amt : 3000 -BRTA FEES COLLECTION ADVANCE INCOME TAX(PERSONAL) NAYABAZAR BRANCH",,nan,0.0,3000.0,98899374.47
2016-07-10,,"Rem Br : 0139-NYABZR(O), Rem A/c : , Amt : 674 -BRTA FEES COLLECTION (VAT ATSOURCE)NAYABAZAR BRANCH",,nan,0.0,674.0,98900048.47
2016-07-10,,"Rem Br : 0105-AB(O), Rem A/c : , Amt : 75000 - BRTAFEES COLLECTION(AIT PERSONAL)",,nan,0.0,75000.0,98975048.47
2016-07-10,,"Rem Br : 0105-AB(O), Rem A/c : , Amt : 19645 - BRTAFEES COLLECTION(VAT AT SOURCE CURRENT FY)",,nan,0.0,19645.0,98994693.47
2016-07-10,,"Rem Br : 0137-JBROAD(O), Rem A/c : , Amt : 15000 -BRTA FEES COLLECTION",,nan,0.0,15000.0,99009693.47
2016-07-10,,"Rem Br : 0137-JBROAD(O), Rem A/c : , Amt : 20000 -BRTA FEES COLLECTION",,nan,0.0,20000.0,99029693.47
2016-07-10,,"Rem Br : 0137-JBROAD(O), Rem A/c : , Amt : 2814 -BRTA FEES COLLECTION",,nan,0.0,2814.0,99032507.47
2016-07-10,,"Rem Br : 0124-CHTBR(O), Rem A/c : , Amt : 6858 - brtafees collection.",,nan,0.0,6858.0,99039365.47
2016-07-10,,"Rem Br : 0135-MUBR(O), Rem A/c : , Amt : 17588 -CASH",,nan,0.0,17588.0,99056953.47
2016-07-10,,"Rem Br : 0136-(O), Rem A/c : , Amt : 74000 - CASH",,nan,0.0,74000.0,99130953.47
2016-07-10,,"Rem Br : 0136-(O), Rem A/c : , Amt : 6000 - CASH",,nan,0.0,6000.0,99136953.47
2016-07-10,,"Rem Br : 0136-(O), Rem A/c : , Amt : 17773 - CASH",,nan,0.0,17773.0,99154726.47
2016-07-10,,"Rem Br : 0107-HEMA(O), Rem A/c : , Amt : 30000 -ADVANCE INCOME TAX PERSONAL",,nan,0.0,30000.0,99184726.47
2016-07-10,,"Rem Br : 0125-CDRBR(O), Rem A/c : , Amt : 7500 -CASH RECEIVED",,nan,0.0,7500.0,99192226.47
2016-07-10,,"Rem Br : 0107-HEMA(O), Rem A/c : , Amt : 12106 -VAT AT SOURCE",,nan,0.0,12106.0,99204332.47
2016-07-10,,"Rem Br : 0125-CDRBR(O), Rem A/c : , Amt : 10956 -CASH RECEIVED",,nan,0.0,10956.0,99215288.47
2016-07-10,,"Rem Br : 0123-EKB(O), Rem A/c : , Amt : 73500 -CASH RECEIVED FROM EKORIA BR (BRTA)",,nan,0.0,73500.0,99288788.47
2016-07-10,,"Rem Br : 0106-CHIB(O), Rem A/c : , Amt : 15537 -CASH",,nan,0.0,15537.0,99304325.47
2016-07-10,,"Rem Br : 0123-EKB(O), Rem A/c : , Amt : 30500 -CASH RECEIVED FROM EKORIA BR (BRTA)",,nan,0.0,30500.0,99334825.47
2016-07-10,,"Rem Br : 0127-ZBAZ(O), Rem A/c : , Amt : 5775 - by",,nan,0.0,5775.0,99340600.47
2016-07-10,,"Rem Br : 0123-EKB(O), Rem A/c : , Amt : 20791 -CASH RECEIVED FROM EKORIA BR (BRTA)",,nan,0.0,20791.0,99361391.47
2016-07-10,,"Rem Br : 0128-NGANJ(O), Rem A/c : , Amt : 7500 -CASH",,nan,0.0,7500.0,99368891.47
2016-07-10,,"Rem Br : 0128-NGANJ(O), Rem A/c : , Amt : 1463 -CASH",,nan,0.0,1463.0,99370354.47
2016-07-10,,"Rem Br : 0116-SLB(O), Rem A/c : , Amt : 160500 -BRTA",,nan,0.0,160500.0,99530854.47
2016-07-10,,"Rem Br : 0121-BANB(O), Rem A/c : , Amt : 15000 -CASH",,nan,0.0,15000.0,99545854.47
2016-07-10,,"Rem Br : 0121-BANB(O), Rem A/c : , Amt : 5775 -CASH",,nan,0.0,5775.0,99551629.47
2016-07-10,,"Rem Br : 0116-SLB(O), Rem A/c : , Amt : 32243 - BRTA",,nan,0.0,32243.0,99583872.47
2016-07-10,,"Rem Br : 0118-ORNB(O), Rem A/c : , Amt : 69710 -CASH",,nan,0.0,69710.0,99653582.47
2016-07-10,,"Rem Br : 0129-MIRB(O), Rem A/c : , Amt : 55000 -CASH",,nan,0.0,55000.0,99708582.47
2016-07-10,,"Rem Br : 0129-MIRB(O), Rem A/c : , Amt : 30000 -CASH",,nan,0.0,30000.0,99738582.47
2016-07-10,,"Rem Br : 0129-MIRB(O), Rem A/c : , Amt : 4788 -CASH",,nan,0.0,4788.0,99743370.47
2016-07-10,,"Rem Br : 0109-BB(O), Rem A/c : , Amt : 111000 -ADVANCE INCOME TAX (PERSONAL)",,nan,0.0,111000.0,99854370.47
2016-07-10,,"Rem Br : 0110-MOG(O), Rem A/c : , Amt : 5000 - CASHRECEIVED FROM MOGRAPARA BR.",,nan,0.0,5000.0,99859370.47
2016-07-10,,"Rem Br : 0109-BB(O), Rem A/c : , Amt : 7500 -ADVANCE INCOME TAX (COMPANIES)",,nan,0.0,7500.0,99866870.47
2016-07-10,,"Rem Br : 0109-BB(O), Rem A/c : , Amt : 22151 - VATAT SOURCE (CURRENT FY)",,nan,0.0,22151.0,99889021.47
2016-07-10,,"Rem Br : 0110-MOG(O), Rem A/c : , Amt : 1869 - CASHRECEIVED FROM MOGRAPARA BR.",,nan,0.0,1869.0,99890890.47
2016-07-10,,cash deposit by pb(ait personal),,nan,0.0,427500.0,100318390.47
2016-07-10,,Cash Deposit by P.B,,nan,0.0,361000.0,100679390.47
2016-07-10,,cash deposit by pb(ait companies),,nan,0.0,123000.0,100802390.47
2016-07-10,,cash deposit by pb(vat vat source),,nan,0.0,48165.0,100850555.47
2016-07-10,,Cash Deposit by P.B,,nan,0.0,185500.0,101036055.47
