Date,Transaction_code,Details,Ref,Cheque,Debit,Credit,Balance
2019-07-02,,"BFT:""Trf of BRTA-Pervious Year VAT, CollectionDate_30-06-2019""",,nan,0.0,12424.0,17429860.26
2019-07-02,,"BFT:""Trf of BRTA-Current Year VAT, CollectionDate_30-06-2019""",,nan,0.0,8790226.0,26220086.26
2019-07-02,,"BFT:""Trf of BRTA-Advance Income Tax (Companies),Collection Date_30-06-2019""",,nan,0.0,10314000.0,36534086.26
2019-07-02,,"BFT:""Trf of BRTA-Advance Income Tax (Personal),Collection Date_30-06-2019""",,nan,0.0,19152850.0,55686936.26
2019-07-02,,BFT:Collection by MIRPUR BRTA Booth on 02-07-2019,,nan,0.0,2231.0,55689167.26
2019-07-03,,BFT:Collection by MIRPUR BRTA Booth on 03-07-2019,,nan,0.0,2461.0,55691628.26
2019-07-04,,"BFT:""Trf of BRTA-Pervious Year VAT, CollectionDate_02-07-2019""",,nan,0.0,14545.0,55706173.26
2019-07-04,,"BFT:""Trf of BRTA-Current Year VAT, CollectionDate_02-07-2019""",,nan,0.0,7128700.0,62834873.26
2019-07-04,,"BFT:""Trf of BRTA-Advance Income Tax (Companies),Collection Date_02-07-2019""",,nan,0.0,9445000.0,72279873.26
2019-07-04,,"BFT:""Trf of BRTA-Advance Income Tax (Personal),Collection Date_02-07-2019""",,nan,0.0,17285250.0,89565123.26
2019-07-04,,BFT:Collection by MIRPUR BRTA Booth on 04-07-2019,,nan,0.0,4163.0,89569286.26
2019-07-07,,"BFT:""Trf of BRTA-Pervious Year VAT, CollectionDate_03-07-2019""",,nan,0.0,12433.0,89581719.26
2019-07-07,,"BFT:""Trf of BRTA-Current Year VAT, CollectionDate_03-07-2019""",,nan,0.0,5536846.0,95118565.26
2019-07-07,,"BFT:""Trf of BRTA-Advance Income Tax (Companies),Collection Date_03-07-2019""",,nan,0.0,7885500.0,103004065.26
2019-07-07,,"BFT:""Trf of BRTA-Advance Income Tax (Personal),Collection Date_03-07-2019""",,nan,0.0,15967500.0,118971565.26
2019-07-07,,BFT:Collection by MIRPUR BRTA Booth on 07-07-2019,,nan,0.0,5906.0,118977471.26
2019-07-08,,"BFT:""Trf of BRTA-Pervious Year VAT, CollectionDate_04-07-2019""",,nan,0.0,2222.0,118979693.26
2019-07-08,,"BFT:""Trf of BRTA-Current Year VAT, CollectionDate_04-07-2019""",,nan,0.0,4831761.0,123811454.26
2019-07-08,,"BFT:""Trf of BRTA-Advance Income Tax (Companies),Collection Date_04-07-2019""",,nan,0.0,7718000.0,131529454.26
2019-07-08,,"BFT:""Trf of BRTA-Advance Income Tax (Personal),Collection Date_04-07-2019""",,nan,0.0,15455500.0,146984954.26
2019-07-08,,BFT:Collection by MIRPUR BRTA Booth on 08-07-2019,,nan,0.0,7804.0,146992758.26
2019-07-09,,"BFT:""Trf of BRTA-Pervious Year VAT, CollectionDate_07-07-2019""",,nan,0.0,31.0,146992789.26
2019-07-09,,"BFT:""Trf of BRTA-Current Year VAT, CollectionDate_07-07-2019""",,nan,0.0,6175475.0,153168264.26
2019-07-09,,"BFT:""Trf of BRTA-Advance Income Tax (Companies),Collection Date_07-07-2019""",,nan,0.0,9446000.0,162614264.26
2019-07-09,,"BFT:""Trf of BRTA-Advance Income Tax (Personal),Collection Date_07-07-2019""",,nan,0.0,18061500.0,180675764.26
2019-07-09,,"Rem Br : 0102-GB(R), Rem A/c : 36000000056, Amt :255776 - AMT TRF FRM 364-01 TO 0102-360-56",,nan,255776.0,0.0,180419988.26
2019-07-09,,BFT:Collection by MIRPUR BRTA Booth on 09-07-2019,,nan,0.0,2277.0,180422265.26
2019-07-10,,"BFT:""Trf of BRTA-Pervious Year VAT, CollectionDate_08-07-2019""",,nan,0.0,1103.0,180423368.26
2019-07-10,,"BFT:""Trf of BRTA-Current Year VAT, CollectionDate_08-07-2019""",,nan,0.0,5382431.0,185805799.26
2019-07-10,,"BFT:""Trf of BRTA-Advance Income Tax (Companies),Collection Date_08-07-2019""",,nan,0.0,8505000.0,194310799.26
2019-07-10,,"BFT:""Trf of BRTA-Advance Income Tax (Personal),Collection Date_08-07-2019""",,nan,0.0,17307500.0,211618299.26
2019-07-10,,BFT:Collection by MIRPUR BRTA Booth on 10-07-2019,,nan,0.0,5383.0,211623682.26
2019-07-11,,"BFT:""Trf of BRTA-Pervious Year VAT, CollectionDate_09-07-2019""",,nan,0.0,6861.0,211630543.26
2019-07-11,,"BFT:""Trf of BRTA-Current Year VAT, CollectionDate_09-07-2019""",,nan,0.0,4708824.0,216339367.26
2019-07-11,,"BFT:""Trf of BRTA-Advance Income Tax (Companies),Collection Date_09-07-2019""",,nan,0.0,7681000.0,224020367.26
2019-07-11,,"BFT:""Trf of BRTA-Advance Income Tax (Personal),Collection Date_09-07-2019""",,nan,0.0,15658000.0,239678367.26
